,Drug_bank_ID,Drug_name,Generic_names,Indications,Associated_condition,URL,Disease_Url,Disease_ID,Disease,Drug_application_number
26,DB06595,"Rydapt#Midostaurin#[""4-N-benzoylstaurosporine"", Midostaurin",Midostaurin,"Investigated for use/treatment in adult patients with high-risk acute myeloid leukemia (AML) who are FLT3 mutation-positive, agressive systemic mastocytosis (ASM), systemic mastocytosis with associated hematological neoplasm (SM-AHN), or mast cell leukemia (MCL). 
",Systemic mastocytosis with associated hematological neoplasm,https://go.drugbank.com//indications/DBCOND0089500,DBCOND0089500,DBCOND0089500,"Systemic mastocytosis with associated hematological neoplasm#Aggressive Systemic Mastocytosis (ASM)#Aggressive Systemic Mastocytosis#Systemic Mastocytosis, Aggressive (ASM)#Aggressive systemic mastocytosis (disorder)#Aggressive systemic mastocytosis (morphologic abnormality)#Aggressive lymphadenopathic mastocytosis with eosinophilia (disorder)#Indolent systemic mastocytosis#Mastocytosis, Systemic#Malignant mastocytosis (morphologic abnormality)#Systemic mast cell disease (disorder)#Systemic mastocytosis#Systemic mastocytosis -RETIRED-",NDA207997
27,DB11718,Encorafenib#Braftovi,Encorafenib,"Used in combination with Binimetinib in metastatic melanoma with a BRAF V600E or V600K mutation, as detected by an FDA-approved test 5.
",Metastatic Melanoma,https://go.drugbank.com//indications/DBCOND0030058,DBCOND0030058,DBCOND0030058,"Metastatic Melanoma#Metastatic Melanoma Stage IV#Metastatic Melanoma (MEL)#Malignant melanoma, metastatic (morphologic abnormality)#Metastatic malignant melanoma#Metastatic malignant melanoma (disorder)",NDA210496
28,DB11718,Encorafenib#Braftovi,Encorafenib,"Used in combination with Binimetinib in metastatic melanoma with a BRAF V600E or V600K mutation, as detected by an FDA-approved test 5.
",Unresectable Melanoma,https://go.drugbank.com//indications/DBCOND0047213,DBCOND0047213,DBCOND0047213,Unresectable Melanoma,NDA210496
29,DB06186,Ipilimumab#Yervoy,Ipilimumab,"Ipilimumab is indicated to treat unresectable or metastatic melanoma, as an adjuvant in the treatment of cutaneous melanoma, to treat microsatellite-high or mismatch repair deficient metastatic colorectal cancer, or to treat hepatocellular carcinoma.5 Ipilimumab with nivolumab is indicated to treat advanced renal cell carcinoma.5
","Carcinoma, Renal Cell, Advanced",https://go.drugbank.com//indications/DBCOND0041013,DBCOND0041013,DBCOND0041013,"Carcinoma, Renal Cell, Advanced#Carcinoma, Renal Cell (Advanced)#Advanced Renal Cell Carcinoma",BLA125377
30,DB06186,Ipilimumab#Yervoy,Ipilimumab,"Ipilimumab is indicated to treat unresectable or metastatic melanoma, as an adjuvant in the treatment of cutaneous melanoma, to treat microsatellite-high or mismatch repair deficient metastatic colorectal cancer, or to treat hepatocellular carcinoma.5 Ipilimumab with nivolumab is indicated to treat advanced renal cell carcinoma.5
",Cutaneous Melanoma,https://go.drugbank.com//indications/DBCOND0040978,DBCOND0040978,DBCOND0040978,Cutaneous Melanoma,BLA125377
31,DB06186,Ipilimumab#Yervoy,Ipilimumab,"Ipilimumab is indicated to treat unresectable or metastatic melanoma, as an adjuvant in the treatment of cutaneous melanoma, to treat microsatellite-high or mismatch repair deficient metastatic colorectal cancer, or to treat hepatocellular carcinoma.5 Ipilimumab with nivolumab is indicated to treat advanced renal cell carcinoma.5
",Hepatocellular Carcinoma,https://go.drugbank.com//indications/DBCOND0030090,DBCOND0030090,DBCOND0030090,"Hepatocellular Carcinoma#Carcinoma Liver#Hepato Cellular Carcinoma#Carcinoma. Hepatocellular#Liver Carcinoma#Hepatocellular,Carcinoma#Hepatocellular Carcinomas#Carcinoma,Hepatocellular#Hepatoma#Carcinoma, Hepatocellular#Carcinoma hepatocellular#Primary carcinoma of liver (disorder)#(Liver carcinoma) or (Ca: [liver/biliary system] or [biliary system])#Liver cell carcinoma (disorder)#Hepatocellular carcinoma (morphologic abnormality)#Carcinoma of liver#Hepatic cancer#Hepatic tumour malignant#Hepatic tumor malignant#Liver, cancer of#Cancer of Liver#Malignant liver tumour#Malignant liver tumor#Malignant neoplasm of liver unspecified (disorder)#Malignant tumor of liver (disorder)#Hepatic neoplasm malignant NOS#Malignant hepatic neoplasm#Hepatic neoplasms malignant#Hepatic neoplasm malignant#Malignant neoplasm of liver, not specified as primary or secondary#Malignant neoplasm of liver (disorder)",BLA125377
32,DB06186,Ipilimumab#Yervoy,Ipilimumab,"Ipilimumab is indicated to treat unresectable or metastatic melanoma, as an adjuvant in the treatment of cutaneous melanoma, to treat microsatellite-high or mismatch repair deficient metastatic colorectal cancer, or to treat hepatocellular carcinoma.5 Ipilimumab with nivolumab is indicated to treat advanced renal cell carcinoma.5
",Metastatic Melanoma,https://go.drugbank.com//indications/DBCOND0030058,DBCOND0030058,DBCOND0030058,"Metastatic Melanoma#Metastatic Melanoma Stage IV#Metastatic Melanoma (MEL)#Malignant melanoma, metastatic (morphologic abnormality)#Metastatic malignant melanoma#Metastatic malignant melanoma (disorder)",BLA125377
33,DB06186,Ipilimumab#Yervoy,Ipilimumab,"Ipilimumab is indicated to treat unresectable or metastatic melanoma, as an adjuvant in the treatment of cutaneous melanoma, to treat microsatellite-high or mismatch repair deficient metastatic colorectal cancer, or to treat hepatocellular carcinoma.5 Ipilimumab with nivolumab is indicated to treat advanced renal cell carcinoma.5
",Unresectable Melanoma,https://go.drugbank.com//indications/DBCOND0047213,DBCOND0047213,DBCOND0047213,Unresectable Melanoma,BLA125377
34,DB06186,Ipilimumab#Yervoy,Ipilimumab,"Ipilimumab is indicated to treat unresectable or metastatic melanoma, as an adjuvant in the treatment of cutaneous melanoma, to treat microsatellite-high or mismatch repair deficient metastatic colorectal cancer, or to treat hepatocellular carcinoma.5 Ipilimumab with nivolumab is indicated to treat advanced renal cell carcinoma.5
",Metastatic MSI-H/dMMR colorectal cancer,https://go.drugbank.com//indications/DBCOND0112640,DBCOND0112640,DBCOND0112640,Metastatic MSI-H/dMMR colorectal cancer,BLA125377
35,DB01609,Jadenu#Exjade#Deferasirox#Deferasiroxum,Deferasirox,"For the treatment of chronic iron overload due to blood transfusions (transfusional hemosiderosis) in patients 2 years of age and older.
",Chronic Iron Overload,https://go.drugbank.com//indications/DBCOND0060728,DBCOND0060728,DBCOND0060728,Chronic Iron Overload#Iron Overload#Iron overload (disorder)#Iron excess,NDA021882
36,DB12130,Lorlatinib#Lorbrena,Lorlatinib,"Lorlatinib is a third-generation anaplastic lymphoma kinase (ALK) tyrosine kinase inhibitor (TKI) 10 indicated for the treatment of patients with ALK-positive metastatic non-small cell lung cancer (NSCLC) whose disease has progressed on a) the prior use of crizotinib and at least one other ALK inhibitor for metastatic disease, or b) the prior use of alectinib as the first ALK inhibitor therapy for metastatic disease, or c) the prior use of certinib as the first ALK inhibitor therapy for metastatic disease Label. 
","Progressive, metastatic Anaplastic lymphoma kinase-positive Metastatic Non-Small Cell Lung Cancer",https://go.drugbank.com//indications/DBCOND0115978,DBCOND0115978,DBCOND0115978,"Progressive, metastatic Anaplastic lymphoma kinase-positive Metastatic Non-Small Cell Lung Cancer",NDA210868
37,DB00619,"Imatinibum, ""α-(4-methyl-1-piperazinyl)-3-((4-(3-pyridyl)-2-pyrimidinyl)amino)-p-toluidide""]#Gleevec#Imatinib#Glivec",Imatinib,"For the treatment of Philadelphia chromosome positive chronic myeloid leukemia (Ph+ CML), Ph+ acute lymphoblastic leukaemia, myelodysplastic/myeloproliferative diseases, aggressive systemic mastocytosis, hypereosinophilic syndrome and/or chronic eosinophilic leukemia (CEL), dermatofibrosarcoma protuberans, and malignant gastrointestinal stromal tumors (GIST).
",Chordomas,https://go.drugbank.com//indications/DBCOND0042698,DBCOND0042698,DBCOND0042698,Chordomas#Chordoma#Chordoma (morphologic abnormality),NDA021335
38,DB00619,"Imatinibum, ""α-(4-methyl-1-piperazinyl)-3-((4-(3-pyridyl)-2-pyrimidinyl)amino)-p-toluidide""]#Gleevec#Imatinib#Glivec",Imatinib,"For the treatment of Philadelphia chromosome positive chronic myeloid leukemia (Ph+ CML), Ph+ acute lymphoblastic leukaemia, myelodysplastic/myeloproliferative diseases, aggressive systemic mastocytosis, hypereosinophilic syndrome and/or chronic eosinophilic leukemia (CEL), dermatofibrosarcoma protuberans, and malignant gastrointestinal stromal tumors (GIST).
",Chordomas,https://go.drugbank.com//indications/DBCOND0042698,DBCOND0042698,DBCOND0042698,Chordomas#Chordoma#Chordoma (morphologic abnormality),NDA021588
39,DB00619,"Imatinibum, ""α-(4-methyl-1-piperazinyl)-3-((4-(3-pyridyl)-2-pyrimidinyl)amino)-p-toluidide""]#Gleevec#Imatinib#Glivec",Imatinib,"For the treatment of Philadelphia chromosome positive chronic myeloid leukemia (Ph+ CML), Ph+ acute lymphoblastic leukaemia, myelodysplastic/myeloproliferative diseases, aggressive systemic mastocytosis, hypereosinophilic syndrome and/or chronic eosinophilic leukemia (CEL), dermatofibrosarcoma protuberans, and malignant gastrointestinal stromal tumors (GIST).
",Chronic Eosinophilic Leukemia (CEL),https://go.drugbank.com//indications/DBCOND0034455,DBCOND0034455,DBCOND0034455,Chronic Eosinophilic Leukemia (CEL)#Chronic eosinophilic leukaemia#Chronic Eosinophilic Leukemia#Chronic eosinophilic leukemia (disorder)#Hypereosinophilic syndrome (morphologic abnormality)#Chronic eosinophilic leukemia (morphologic abnormality),NDA021335
40,DB00619,"Imatinibum, ""α-(4-methyl-1-piperazinyl)-3-((4-(3-pyridyl)-2-pyrimidinyl)amino)-p-toluidide""]#Gleevec#Imatinib#Glivec",Imatinib,"For the treatment of Philadelphia chromosome positive chronic myeloid leukemia (Ph+ CML), Ph+ acute lymphoblastic leukaemia, myelodysplastic/myeloproliferative diseases, aggressive systemic mastocytosis, hypereosinophilic syndrome and/or chronic eosinophilic leukemia (CEL), dermatofibrosarcoma protuberans, and malignant gastrointestinal stromal tumors (GIST).
",Chronic Eosinophilic Leukemia (CEL),https://go.drugbank.com//indications/DBCOND0034455,DBCOND0034455,DBCOND0034455,Chronic Eosinophilic Leukemia (CEL)#Chronic eosinophilic leukaemia#Chronic Eosinophilic Leukemia#Chronic eosinophilic leukemia (disorder)#Hypereosinophilic syndrome (morphologic abnormality)#Chronic eosinophilic leukemia (morphologic abnormality),NDA021588
41,DB00619,"Imatinibum, ""α-(4-methyl-1-piperazinyl)-3-((4-(3-pyridyl)-2-pyrimidinyl)amino)-p-toluidide""]#Gleevec#Imatinib#Glivec",Imatinib,"For the treatment of Philadelphia chromosome positive chronic myeloid leukemia (Ph+ CML), Ph+ acute lymphoblastic leukaemia, myelodysplastic/myeloproliferative diseases, aggressive systemic mastocytosis, hypereosinophilic syndrome and/or chronic eosinophilic leukemia (CEL), dermatofibrosarcoma protuberans, and malignant gastrointestinal stromal tumors (GIST).
",Chronic Myeloid Leukemia (CML),https://go.drugbank.com//indications/DBCOND0036419,DBCOND0036419,DBCOND0036419,"Chronic Myeloid Leukemia (CML)#Leukemia, Myelocytic, Chronic#Leukemia, Chronic Myeloid#Chronic Myelocytic Leukemia#Myeloid Leukemia, Chronic#Chronic Leukemia, Myeloid#Leukemia, Myeloid Chronic#Leukemia, Myeloid, Chronic#Leukemia,Myeloid, Chronic#Chronic Myeloid Leukaemia#Chronic Myeloid Leukemia#Leukemia, Myeloid, Chronic(CML)#Chronic myelogenous leukemia, Philadelphia chromosome (Ph1) positive#Chronic myeloid leukemia, disease (disorder)#Chronic myelogenous leukemia, no ICD-O subtype (morphologic abnormality)#CML#Chronic myelogenous leukaemia#Chronic myelocytic leukaemia#Leukemia myelocytic chronic#Chronic myelogenous leukemia#Leukaemia myelocytic chronic#Chronic granulocytic leukemia#Leukaemias chronic myeloid#Chronic granulocytic leukaemia#Myeloid leukaemia, chronic#Chronic myeloid leukemia NOS (disorder)",NDA021335
42,DB00619,"Imatinibum, ""α-(4-methyl-1-piperazinyl)-3-((4-(3-pyridyl)-2-pyrimidinyl)amino)-p-toluidide""]#Gleevec#Imatinib#Glivec",Imatinib,"For the treatment of Philadelphia chromosome positive chronic myeloid leukemia (Ph+ CML), Ph+ acute lymphoblastic leukaemia, myelodysplastic/myeloproliferative diseases, aggressive systemic mastocytosis, hypereosinophilic syndrome and/or chronic eosinophilic leukemia (CEL), dermatofibrosarcoma protuberans, and malignant gastrointestinal stromal tumors (GIST).
",Chronic Myeloid Leukemia (CML),https://go.drugbank.com//indications/DBCOND0036419,DBCOND0036419,DBCOND0036419,"Chronic Myeloid Leukemia (CML)#Leukemia, Myelocytic, Chronic#Leukemia, Chronic Myeloid#Chronic Myelocytic Leukemia#Myeloid Leukemia, Chronic#Chronic Leukemia, Myeloid#Leukemia, Myeloid Chronic#Leukemia, Myeloid, Chronic#Leukemia,Myeloid, Chronic#Chronic Myeloid Leukaemia#Chronic Myeloid Leukemia#Leukemia, Myeloid, Chronic(CML)#Chronic myelogenous leukemia, Philadelphia chromosome (Ph1) positive#Chronic myeloid leukemia, disease (disorder)#Chronic myelogenous leukemia, no ICD-O subtype (morphologic abnormality)#CML#Chronic myelogenous leukaemia#Chronic myelocytic leukaemia#Leukemia myelocytic chronic#Chronic myelogenous leukemia#Leukaemia myelocytic chronic#Chronic granulocytic leukemia#Leukaemias chronic myeloid#Chronic granulocytic leukaemia#Myeloid leukaemia, chronic#Chronic myeloid leukemia NOS (disorder)",NDA021588
43,DB00619,"Imatinibum, ""α-(4-methyl-1-piperazinyl)-3-((4-(3-pyridyl)-2-pyrimidinyl)amino)-p-toluidide""]#Gleevec#Imatinib#Glivec",Imatinib,"For the treatment of Philadelphia chromosome positive chronic myeloid leukemia (Ph+ CML), Ph+ acute lymphoblastic leukaemia, myelodysplastic/myeloproliferative diseases, aggressive systemic mastocytosis, hypereosinophilic syndrome and/or chronic eosinophilic leukemia (CEL), dermatofibrosarcoma protuberans, and malignant gastrointestinal stromal tumors (GIST).
",Desmoid Tumors,https://go.drugbank.com//indications/DBCOND0045156,DBCOND0045156,DBCOND0045156,"Desmoid Tumors#Desmoid Tumor#Desmoid tumour#Aggressive fibromatosis (disorder)#Aggressive fibromatosis (morphologic abnormality)#Fibromatosis, Aggressive#Deep fibromatosis (disorder)#Desmoid fibromatosis (disorder)",NDA021335
44,DB00619,"Imatinibum, ""α-(4-methyl-1-piperazinyl)-3-((4-(3-pyridyl)-2-pyrimidinyl)amino)-p-toluidide""]#Gleevec#Imatinib#Glivec",Imatinib,"For the treatment of Philadelphia chromosome positive chronic myeloid leukemia (Ph+ CML), Ph+ acute lymphoblastic leukaemia, myelodysplastic/myeloproliferative diseases, aggressive systemic mastocytosis, hypereosinophilic syndrome and/or chronic eosinophilic leukemia (CEL), dermatofibrosarcoma protuberans, and malignant gastrointestinal stromal tumors (GIST).
",Desmoid Tumors,https://go.drugbank.com//indications/DBCOND0045156,DBCOND0045156,DBCOND0045156,"Desmoid Tumors#Desmoid Tumor#Desmoid tumour#Aggressive fibromatosis (disorder)#Aggressive fibromatosis (morphologic abnormality)#Fibromatosis, Aggressive#Deep fibromatosis (disorder)#Desmoid fibromatosis (disorder)",NDA021588
